Gene,WT_L8_rep1,WT_L8_rep2,WT_L12_rep1,WT_L12_rep2,KO_L8_rep1,KO_L8_rep2,KO_L12_rep1,KO_L12_rep2
Zfp493,72,63,51,39,131,136,127,104
Usp35,141,197,193,199,117,65,137,80
Cdk10,170,161,209,158,218,99,255,89
Dnttip2,1512,1694,1190,1456,2152,2153,1984,1710
Mfsd2b,25,131,52,67,13,10,20,21
Fech,636,992,798,983,427,261,401,351
Trmt1l,467,505,444,539,566,457,683,406
Acer2,247,253,168,232,212,191,196,186
Polq,388,476,323,357,470,403,566,324
Ripk1,381,414,447,538,348,316,427,362
2410004P03Rik,6,4,3,2,10,1,6,1
Abcg3,0,0,3,4,1,0,0,1
Gm16701,7,0,7,8,0,0,2,0
6430503K07Rik,1,0,0,1,1,0,0,3
Olfr199,0,0,0,0,0,0,0,0
Irf8,37,16,51,65,13,2,45,10
Snx22,1751,1961,2426,2834,1921,1470,1950,1471
Slc39a5,106,195,295,461,28,1,19,4
Evc,99,105,97,99,206,40,325,65
Naaladl1,67,67,75,82,41,23,67,21
Zfp277,254,302,210,268,350,357,345,327
Mir6919,2,7,4,1,0,0,3,0
Mir345,0,4,0,1,0,0,0,0
Slc45a3,96,70,311,288,79,24,140,22
Adss,1334,1493,1001,1044,2378,1885,2030,1339
Strbp,800,954,620,730,1409,1197,1345,978
AI987944,71,78,79,66,83,98,101,90
Stoml2,862,980,608,637,1229,982,1075,633
Sdhc,843,1037,892,929,1022,641,1096,497
Mir6373,0,0,0,0,0,0,0,0
Rad9a,849,1068,778,775,1047,607,940,440
7420426K07Rik,0,0,0,0,0,0,0,0
Abcb1a,14,27,25,15,15,11,20,13
Acox2,0,0,0,1,0,2,1,0
Spg11,904,1037,986,1079,573,528,761,555
Gm14718,0,0,0,0,0,0,0,0
Heg1,140,189,140,155,423,470,341,310
Gp6,0,0,3,9,1,1,0,2
Olfr1010,0,0,0,0,0,0,0,0
Fshr,0,0,0,0,0,0,0,0
Gm11166,0,0,0,0,0,0,0,0
Mir877,3,3,6,5,5,7,4,3
Mrpl53,286,339,322,304,165,88,164,95
Crybb1,0,0,1,0,0,0,2,0
1700012A03Rik,0,0,0,0,0,0,0,0
Gm21269,0,0,0,0,0,0,0,0
Prorsd1,106,122,162,115,122,77,114,92
Sdsl,51,28,98,116,4,0,11,1
Rab1,4295,4697,4294,4677,3980,3280,4108,2986
Calr3,14,6,23,12,11,8,21,10
Zfp572,1,1,1,2,1,0,0,0
Pold1,1131,1215,888,802,1570,887,1574,668
Mtx3,338,491,464,476,463,449,699,588
Rhox4a,0,0,0,0,0,0,0,0
Katna1,459,591,448,539,754,597,674,537
Bglap3,5,14,4,3,0,1,3,1
Cypt12,0,0,0,0,0,0,0,0
Gjd4,0,0,1,1,0,1,0,2
Chl1,1,7,10,1,18,8,88,26
1700052N19Rik,353,338,353,286,544,431,532,342
Apc,1941,2205,1838,1837,2463,2250,3138,2338
Il34,0,2,0,3,2,6,3,1
Xrcc5,654,619,521,567,840,426,880,607
2410012M07Rik,5,1,5,5,12,13,20,18
Npcd,122,144,142,160,302,279,284,187
Pigh,515,493,516,601,379,254,367,235
Rbmx2,143,166,119,138,202,124,212,82
Fbxl6,453,493,418,455,530,313,569,231
Gm8801,0,0,0,1,0,0,0,0
Reep5,1318,1388,1609,1680,971,918,1130,770
Alms1,326,359,239,238,283,319,364,324
Caln1,2,1,1,0,9,0,2,0
Fcrlb,2,2,2,5,1,0,0,0
Mir7214,0,0,0,0,0,0,0,0
Manbal,391,420,424,448,355,157,384,156
Tnn,1,0,0,0,1,0,1,0
4930593A02Rik,0,0,0,0,0,0,1,0
Tbx19,4,1,1,0,4,2,1,2
Cbs,75,70,26,29,203,116,186,110
Gm11544,0,0,0,0,1,0,0,0
Plekhn1,69,88,59,62,55,53,108,76
Hist1h2ad,1,1,1,0,0,1,1,2
2010320M18Rik,76,99,123,89,93,55,102,43
Cdk9,549,630,496,553,874,707,836,552
Fzd3,420,393,467,313,1019,836,1982,809
Fblim1,411,664,353,454,1105,1008,1363,1102
E130308A19Rik,228,314,163,177,393,299,515,343
Rgr,0,0,0,0,0,0,0,0
Uhmk1,258,300,342,325,277,198,328,145
C8b,0,3,6,5,0,1,0,0
Tjp1,3538,4131,2954,3255,4006,4347,3867,3394
Rpl37rt,945,1109,852,785,1343,1308,1201,1066
Nxt2,66,77,46,51,79,93,120,150
Tmem242,263,345,295,297,363,226,369,178
Gm7367,120,145,124,130,84,27,103,12
Tnp1,0,0,0,0,0,0,0,0
Gm8882,0,0,0,0,0,0,0,0
Fbxo21,1742,2114,1748,2306,1783,1281,2067,1196
Krt42,6,3,2,0,46,6,72,13
Gm2030,0,0,0,0,0,0,0,0
Btnl6,0,1,0,0,0,0,0,0
Mir6971,3,5,2,5,4,3,3,0
Thap11,719,753,804,707,822,572,782,388
Gsdmcl2,0,0,0,0,0,0,0,0
Mcm2,3021,2997,2241,2209,2287,3056,2257,2602
Gm15663,0,1,6,6,2,1,18,23
Gm4841,2,0,0,0,0,0,1,6
Kdsr,586,642,688,904,362,243,466,256
Cxcl13,0,0,1,2,0,0,4,1
Agpat4,1063,997,1210,1266,655,349,681,303
1700072B07Rik,0,0,0,0,0,0,0,0
Olfr430,0,0,0,0,0,0,0,0
Nat9,78,40,121,126,49,22,70,41
4921530L21Rik,0,0,0,0,0,0,0,0
Efr3b,249,241,192,151,231,152,412,271
D3Ertd254e,321,360,232,246,431,576,485,483
Hmgcll1,26,36,17,14,85,30,64,34
Gpr84,0,0,3,5,0,0,1,1
Tmem199,348,373,391,343,377,209,434,179
Sirt4,63,88,103,72,54,63,113,67
DQ267100,2,0,0,0,0,2,4,5
Ihh,997,920,1745,1514,181,26,339,31
Vmn2r8,0,0,0,0,0,0,0,0
Gm14483,0,0,0,0,0,0,0,0
Mpp3,25,11,20,12,57,24,130,29
Slc22a15,26,41,52,70,44,54,81,50
Rps26,2396,2901,2155,2147,3356,6487,3269,6064
Sap30l,281,397,344,422,326,394,364,222
Gm5475,0,1,0,0,0,0,2,0
Uqcrq,860,835,921,1022,927,589,977,417
Apoo,2,10,5,6,13,12,6,9
H60b,9,1,3,4,5,10,4,6
Dio3,110,323,274,598,60,37,138,119
Pnpla5,0,0,0,0,0,0,0,0
Map2k3,445,503,518,612,462,238,538,258
Pamr1,32,89,156,349,20,42,32,38
Ybx2,35,46,45,49,114,43,167,76
AI837181,274,331,292,318,382,219,409,190
Slc25a3,4529,5241,4561,4919,5979,4407,5679,3580
5430419D17Rik,1,0,0,0,1,0,0,0
Dtd2,101,114,104,119,124,71,148,98
Vmn1r222,0,0,0,0,0,0,0,0
Mrps12,290,341,281,291,436,220,384,139
Acot1,82,69,119,211,120,83,130,80
Tarsl2,91,114,65,99,147,121,202,125
Rtp1,0,0,0,0,1,0,0,5
Mir6419,0,0,0,0,0,0,0,0
Gm11665,1,1,0,1,1,0,1,0
St6galnac1,0,0,0,0,0,0,0,0
Nlrp4a,0,1,1,2,1,6,5,11
Sebox,0,0,0,0,1,0,0,0
4930447C04Rik,46,48,29,19,122,83,112,131
Rassf8,143,191,159,204,106,74,182,159
Tbkbp1,194,257,206,246,298,151,401,156
Rgsl1,0,0,0,1,0,0,4,0
0610010F05Rik,277,343,264,280,460,288,500,281
Mir6899,0,0,1,1,1,1,0,2
Zbp1,2,4,0,2,21,3,18,3
Cyp19a1,0,0,0,0,0,1,0,0
C1qbp,2693,2631,2230,2230,3761,2794,3371,2191
Tox3,143,112,118,74,314,142,504,143
Dnajc5b,0,0,0,0,1,0,0,0
Wbp2,1740,2029,1970,2179,1212,482,1392,621
Tfg,1262,1585,1564,1694,1408,1469,1622,1380
Gng5,321,421,349,402,435,773,391,718
Krtap3-1,0,0,1,0,0,1,0,0
Chkb,543,644,648,643,407,380,495,271
Trim43a,1,2,3,0,0,1,5,1
Sfta2,0,2,0,0,1,0,1,0
Ankrd45,22,24,9,9,38,35,78,72
Sik2,244,210,178,209,310,268,384,212
Nup107,1125,1327,1046,984,1552,1480,1575,1050
Slc40a1,548,822,594,1161,428,314,609,406
Eid3,10,16,6,11,10,9,12,10
2310040G24Rik,4,5,0,3,3,0,5,2
4933427G17Rik,0,1,1,2,1,0,3,1
Zfp628,180,256,225,175,286,214,319,139
Trip6,866,1186,731,964,911,509,857,378
Smc2os,0,1,3,2,1,1,1,1
Supv3l1,639,695,486,594,837,766,749,630
Dennd3,64,93,103,77,97,56,101,40
Rbp7,2,1,0,0,4,2,0,3
2810008D09Rik,112,135,129,85,175,99,234,99
AU015791,0,0,0,0,0,0,0,0
Nt5c,471,463,497,385,381,257,419,145
Msh5,21,27,30,34,30,6,36,16
Unc80,14,9,9,3,40,29,35,7
Olfr142,0,0,0,0,0,0,0,0
Vps37b,523,635,538,559,481,316,605,373
9930111H07Rik,0,0,0,0,0,0,0,0
Mir7649,0,0,0,0,0,0,0,0
Serpina6,0,0,1,3,0,0,3,1
Sertad1,177,289,253,296,155,116,145,96
Mir6922,4,2,2,0,2,1,1,2
Sycp1,3,2,2,2,10,3,7,11
1110037F02Rik,1337,1420,1577,1432,1415,1269,1876,1390
Scrib,1397,1520,1402,1369,2287,1218,2699,902
Nans,827,915,799,820,1027,646,943,494
Pspn,5,6,4,5,1,1,7,2
Mir1941,0,0,0,0,0,0,0,0
Endov,218,250,240,231,345,182,510,230
2410089E03Rik,441,575,448,434,625,660,847,546
L3mbtl3,672,737,593,733,471,291,582,298
Grid1,24,31,19,39,14,17,95,185
Pltp,334,488,630,1057,300,237,569,460
Prpf40a,2138,2538,1747,2007,2799,2620,3210,2358
Il21r,0,0,0,7,0,0,0,0
Hnrnpul1,2084,2431,2389,2506,2210,1955,3030,1992
Sprr3,0,0,0,0,0,0,0,0
Fbxw14,0,0,0,0,0,0,1,0
E330011O21Rik,2,3,3,3,5,2,6,0
4931403E22Rik,5,2,3,1,3,1,5,2
Mir6364,0,0,0,0,0,0,0,0
Carhsp1,2008,2037,2281,2446,1581,979,1776,844
Caskin1,92,137,68,123,92,49,211,39
1700007B14Rik,0,0,0,0,0,1,0,0
Nkx3-2,1,1,6,10,0,0,13,7
Slc4a9,1,5,6,3,0,1,6,2
Slc27a3,273,434,647,780,322,142,388,120
Tfap2b,21,1,31,4,71,22,467,61
Myo7a,744,781,713,1024,239,137,326,149
Gnpda1,959,1011,1092,1306,532,227,470,224
Efcab7,46,51,28,28,72,70,97,69
Gm1987,0,0,0,0,0,0,0,0
Gm11426,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0
Sprr2a1,0,0,0,0,1,0,0,0
Nova1,29,29,41,13,149,127,238,132
Rabac1,385,531,587,709,375,165,435,142
Dnajc12,52,44,53,65,74,42,67,32
Hnf1a,40,96,118,159,15,10,38,4
Mir491,0,0,0,0,0,0,0,0
Itfg2,275,392,321,332,380,313,491,278
Rasal2,274,286,219,212,530,536,816,560
Hprt,666,761,394,465,1308,1034,985,730
Fpr2,0,0,0,0,0,0,0,0
Tlr11,0,0,0,0,0,0,0,0
Dlgap5,1186,1186,932,989,1100,1130,1167,1093
Rassf9,15,18,16,12,17,22,12,23
Kcnj13,4,5,2,3,2,1,3,2
Olfr1411,0,0,0,0,0,0,0,0
Slc9a7,27,44,23,32,32,27,36,20
Rfx4,23,2,34,0,64,34,130,46
Cuzd1,1,3,2,1,2,0,3,0
Ift20,299,325,342,345,292,185,313,229
Ephb1,127,129,74,60,147,79,184,94
Cyp2d11,0,0,0,0,0,0,0,0
Shmt2,1335,1595,1181,1355,1772,1579,1812,1052
Kcnt2,66,67,20,37,60,59,63,53
Plxnb3,0,0,2,1,0,0,0,0
Irgq,314,417,447,511,379,189,630,249
Secisbp2,368,368,363,321,435,304,471,285
Ak1,169,220,145,181,718,758,747,584
Ttc23,237,309,270,257,240,236,340,209
Gbp9,18,36,17,23,43,38,47,41
Ddt,512,703,573,752,503,218,423,140
4933424G05Rik,0,0,0,1,0,0,1,0
Nol3,172,147,250,214,162,108,228,173
Actl9,0,0,0,0,0,0,0,0
Clk2,762,846,676,648,830,710,908,799
Fmo4,5,18,29,43,3,0,2,1
Pnisr,1715,1979,1675,1726,1854,1861,2904,2323
1700020N01Rik,0,0,0,0,1,0,1,0
Osbpl10,201,354,221,263,181,211,187,156
Ticam1,267,320,454,544,108,86,168,119
Hic1,10,9,21,48,24,6,102,22
AI504432,4,12,11,17,55,35,61,57
Ska3,416,404,343,282,599,465,503,383
Uck2,1700,1542,1496,1401,1406,1570,1459,1251
Mir7233,0,0,0,0,0,0,0,0
Mfrp,1,2,7,7,3,4,5,5
Gm16063,0,0,0,0,0,0,1,1
Hist1h2bp,0,0,1,1,0,4,2,2
Timp1,109,46,91,73,95,57,73,49
Cfap221,1,0,1,2,1,2,2,1
Ifi47,0,0,1,7,0,2,1,0
Serp1,2309,2454,3344,3372,2531,2031,2334,1716
Zfp318,738,851,658,706,774,911,1150,917
4930453L07Rik,0,1,1,2,0,0,2,0
Olfr490,0,0,0,0,0,0,0,0
Zfp825,59,75,63,62,87,65,90,68
Mmd2,1,1,3,1,2,2,2,7
Lhx9,3,3,2,0,10,9,50,9
Amt,278,237,159,222,319,212,314,184
Gm6121,0,0,0,0,0,0,0,0
F13b,1,0,2,5,1,2,0,0
Uri1,680,800,696,695,1132,824,1269,849
Hephl1,0,2,0,0,2,0,0,0
Olfr18,0,0,0,0,0,0,0,0
Edrf1,730,710,673,702,836,728,983,562
Rhox2b,0,0,0,0,0,0,0,0
Lrrd1,1,2,1,0,0,6,2,1
Cbx1,820,925,686,749,1831,1050,2136,1050
Sdr16c6,0,0,0,0,0,0,0,0
Tmem211,1,0,0,0,2,0,0,1
Alg5,326,369,441,437,270,261,281,233
Fam69c,7,1,8,5,16,5,14,2
Cyp2d13,0,0,0,0,0,0,0,0
Mlxipl,22,25,31,27,24,10,40,19
Primpol,230,272,233,242,231,220,301,305
Vmn2r102,0,0,0,0,0,0,0,0
Dusp8,378,438,462,467,257,116,336,78
Cyp2c54,0,0,0,0,0,0,0,0
Bap1,1713,1909,1891,1648,2359,1578,2420,1154
Defa2,0,0,0,0,0,0,0,0
Bcl6,27,31,42,62,44,48,32,37
2010315B03Rik,50,70,86,62,40,27,49,38
Six2,62,140,29,17,156,302,109,77
Jmjd8,1219,1598,1365,1454,1356,1062,1564,1112
Tmem150a,1272,1638,1749,2339,418,146,385,118
Xpo4,599,559,390,367,717,660,652,493
Snhg1,445,544,398,431,938,784,753,597
Tmem128,290,390,393,401,341,168,327,204
Usp36,865,953,846,831,1677,1024,1504,725
Hck,5,6,7,11,10,18,7,25
Olfr1349,1,0,0,0,0,0,0,0
Rnf123,265,300,408,363,221,113,353,153
4930559C10Rik,0,0,0,0,0,0,0,0
Cyp4f16,116,129,107,104,117,109,139,105
Klrb1a,0,0,0,0,0,0,0,0
1700066B17Rik,0,1,0,0,0,0,0,0
Taf9b,39,41,78,84,39,43,85,101
Pdlim2,81,122,83,157,79,45,57,19
Sbk2,0,1,0,1,0,0,2,0
BC022687,62,114,87,110,83,44,91,30
Rab20,89,92,115,142,29,9,30,6
Mmrn1,1,23,28,61,1,0,12,22
Hist1h4j,1,0,2,2,2,1,1,0
Sowaha,9,2,3,3,6,3,12,2
Ubxn11,5,7,15,8,14,4,22,8
Arhgap8,85,101,98,132,57,38,111,46
Arl13b,313,382,333,352,377,351,414,287
Ddr2,4,13,164,321,13,22,264,260
Rufy4,4,7,7,6,7,4,6,18
Gpr50,29,48,25,40,25,22,49,342
Mycl,313,295,180,115,842,677,773,297
B230217C12Rik,25,13,20,35,42,44,68,54
AF357359,15,0,22,0,14,40,31,55
Slc6a6,2927,4453,2267,2979,1823,4871,1675,2331
Eno2,141,154,183,233,113,61,142,80
Insig2,267,318,350,341,289,180,319,183
Klra3,0,0,0,0,0,0,0,0
Suclg2,399,456,329,431,221,315,206,277
Add2,43,211,92,49,17,24,127,39
Alkbh5,2382,2744,2311,2847,2028,1375,2865,1479
G630064G18Rik,0,0,0,0,0,0,0,0
Lrrc3,137,175,298,458,174,135,251,184
Reg4,0,0,2,0,0,1,1,8
Mir539,0,0,0,0,0,0,0,0
Madcam1,14,38,9,25,50,28,33,21
Glra2,0,0,0,0,0,0,0,2
Cbx6,449,442,526,557,756,259,1075,372
Arl14epl,22,9,15,6,77,11,110,15
Suclg1,889,906,918,1148,1086,482,1088,407
Arhgap19,844,1036,687,705,1223,1040,1221,891
Cdc25c,232,258,206,211,302,315,373,284
Zfp9,197,286,441,531,143,105,485,440
Dnmt3aos,0,0,0,0,0,0,0,1
Car7,133,381,183,373,72,4,40,4
Hba-a1,13,247,70,103,1,13,2,28
Gpam,376,505,460,610,343,218,433,280
Wwtr1,1216,1316,1012,1000,887,838,923,717
Gdf15,5,6,5,7,4,1,8,1
9530080O11Rik,7,12,9,13,16,10,18,7
Mcts2,282,354,300,225,351,385,326,292
Mir1843b,0,1,0,0,0,1,0,0
4930567H12Rik,0,0,0,0,0,0,0,0
Kif5b,3911,4033,4342,4614,3665,3474,4236,3116
Nanos1,50,31,34,32,91,88,103,98
Parp9,42,40,33,77,140,58,140,66
Ptgr2,473,533,536,609,291,279,338,266
Prmt1,2917,3191,2183,2307,6116,4065,5715,3215
Gm11351,0,0,0,0,0,0,0,0
Amd1,192,240,156,193,366,350,279,215
LOC100505025,0,0,0,1,0,2,1,0
Eya1,109,110,54,50,84,78,238,83
Kif1b,980,1119,963,842,1181,1109,2014,1037
Slc17a6,0,0,6,0,1,0,73,9
Trim80,0,0,1,0,1,0,0,0
Fam132b,66,95,43,53,115,114,96,54
Gabrg1,1,0,1,0,1,0,2,0
Gpr176,0,1,0,0,6,4,7,3
Vmn1r135,0,0,0,0,0,0,0,0
Mir683-1,0,0,0,0,0,0,0,0
Cypt3,0,0,1,0,0,0,0,0
Ppp1r9a,497,712,421,649,746,362,1250,853
Gm4285,6,11,8,10,15,7,14,7
Phactr2,269,507,502,717,252,216,733,801
Il10,3,0,0,0,0,0,1,0
Letm2,25,37,32,32,29,12,49,41
Hist1h2bl,0,1,0,0,0,1,0,1
Xrcc3,263,266,260,276,296,190,404,187
4-Mar,0,0,0,0,1,0,6,2
Postn,293,3412,6589,12135,80,133,2522,3677
Ankrd33b,1750,1264,2232,1590,246,48,184,26
Mir6979,3,1,5,4,6,4,3,3
Mir743,0,0,0,0,0,0,0,0
Mir323,1,0,0,0,0,0,0,0
Slc39a6,359,473,554,569,815,661,1205,757
Trim25,1279,1300,1340,1691,931,376,1227,423
Olfr772,0,0,0,0,0,0,0,0
Lin28a,6728,8913,3303,4602,9711,5691,3627,1884
Serpinb9,30,60,38,64,76,127,61,63
Itfg1,710,726,994,976,569,631,846,786
Psg28,0,0,0,0,0,0,0,0
Smoc1,693,835,1494,1466,439,286,540,294
Ankrd27,669,774,561,609,924,728,885,515
Copz1,1713,2013,1810,1910,2233,1912,2187,1555
Scnn1g,1,0,0,3,0,0,2,1
Mir6902,2,1,7,3,4,3,5,0
Ssr4,676,619,918,851,533,471,492,387
Chuk,877,1012,934,987,1112,793,1197,635
BC030336,421,516,426,507,594,552,614,542
Rsl1,51,63,48,51,63,83,59,61
Tmed1,663,747,830,856,723,329,685,261
Acaca,396,461,262,283,601,603,658,409
Nrap,11,12,16,16,5,0,7,0
Htr4,12,20,3,10,7,0,3,6
H13,558,665,758,1015,461,433,602,385
H2-K2,14,23,9,17,13,7,10,8
Fam195b,487,655,701,820,579,304,853,334
Tusc5,0,0,1,1,1,0,0,0
Snapc1,347,372,331,361,332,374,361,353
Vmn2r29,3,5,7,8,4,0,3,0
Rapgefl1,25,28,34,21,33,18,96,17
Chsy3,73,115,49,81,57,58,85,66
Zfp422,370,409,409,476,841,678,1576,1114
Smarcad1,1135,1338,995,1097,1759,817,2254,984
Rnu12,0,0,0,0,0,0,0,0
Tubb6,910,1287,525,703,2002,1876,1216,897
Gm15217,2,4,1,4,3,2,1,1
Dcdc2a,11,24,19,10,11,12,18,33
Prrg4,316,274,173,138,404,231,313,210
Ntm,18,17,15,44,30,35,241,411
Zfp839,165,220,229,225,187,131,186,125
Olfr504,0,0,0,0,0,0,0,0
Zfp383,178,213,253,257,236,179,374,318
Mup12,0,0,0,0,0,0,0,0
Rnpepl1,914,1038,1124,1229,658,442,748,291
Zfp59,59,73,66,53,122,95,145,82
Atp6ap1,3327,3310,4589,4345,1452,1083,1696,1036
Trim54,4,1,4,2,5,13,5,1
Coa4,80,112,133,128,89,62,76,88
Olfr1321,0,0,0,0,0,0,0,0
Taf6,676,820,693,694,981,885,1190,820
Gm9776,29,42,48,32,34,17,37,28
Siah3,2,0,0,0,0,0,0,0
Gabrb3,65,35,28,21,223,279,151,214
Rpgr,123,94,113,106,157,133,210,156
Chmp5,762,933,836,978,842,606,856,534
Dtwd2,156,152,135,149,199,108,170,120
Tsen34,460,547,389,447,650,250,684,219
Vps54,833,922,754,815,1250,911,1363,874
Tnfrsf19,649,644,257,329,1744,1951,1353,596
Exoc2,514,604,581,634,582,387,750,454
Snord116l1,0,0,0,0,0,0,0,0
Mir409,0,0,0,0,0,1,1,0
Olfr1164,0,0,0,0,0,0,0,0
Tmem160,284,238,272,291,232,55,180,46
Immp2l,16,20,45,47,19,9,13,9
Tirap,382,310,510,304,376,310,334,128
Dapk3,495,649,546,670,504,456,486,364
Wdr11,808,937,872,911,783,605,901,650
Olfr656,0,0,0,0,0,0,0,0
Prpsap1,944,1005,1000,935,1421,637,1361,512
Dll3,42,13,12,5,97,90,72,20
Zfp503,100,110,140,166,217,123,879,357
Isoc1,322,410,359,460,699,482,1184,591
Luc7l,1233,1331,1157,1205,1964,1798,2195,1409
2210010C04Rik,0,0,0,0,0,0,0,0
Gm10814,32,31,39,33,17,9,26,12
Slc35b1,650,627,761,850,953,712,943,619
Accs,55,84,56,67,93,58,175,122
Pcdhb4,0,0,0,0,1,0,8,1
Tmem14c,618,789,766,745,573,231,576,184
Tm4sf19,1,2,0,2,1,1,1,1
Cacng8,10,4,8,4,29,25,36,16
Mir6396,0,0,0,0,0,0,0,0
1700104L18Rik,0,0,0,0,0,0,0,1
Mcfd2,702,887,1069,1315,853,554,871,589
Sod2,431,530,401,485,710,527,829,513
Hk1os,5,7,5,2,0,6,1,6
Hdac11,114,168,76,105,79,146,141,97
Gm21312,0,0,0,0,0,0,0,0
Ssxb8,0,0,0,0,0,0,0,0
Igj,0,2,1,1,0,0,0,5
Wdr35,275,261,233,297,525,418,618,420
Hist1h4a,0,2,1,0,0,1,2,0
Kif3c,351,486,322,435,539,514,731,490
Zdhhc7,500,483,741,544,445,238,504,218
D030025E07Rik,0,1,0,0,0,0,0,4
Gm4013,2,7,8,9,5,7,8,1
Tril,80,110,178,228,312,80,1118,339
Dirc2,505,633,602,699,476,225,466,210
Gulo,11,11,6,14,18,4,18,6
Adarb2,1,2,2,1,1,0,12,3
Cr1l,195,221,234,270,219,191,183,219
Gm5347,0,0,0,0,0,0,0,0
Gm960,2,5,3,0,3,2,3,3
Olfr710,0,0,0,0,0,0,0,0
Apln,109,141,39,117,223,123,104,62
Ythdf2,825,934,650,721,1437,1273,1423,1006
Stxbp3b,35,35,45,39,49,54,40,52
Atf2,1295,1467,1251,1448,1474,1497,1709,1240
Gm5136,0,1,0,0,0,0,0,0
Ccdc85a,34,49,14,12,137,163,125,184
Tbc1d15,1158,1314,1377,1480,1091,893,1104,880
Numbl,195,347,352,432,283,169,460,224
Slc17a1,1,0,0,1,0,0,0,0
Nhlrc1,2,2,6,4,3,4,10,5
Duxbl3,0,0,1,0,2,4,4,1
Lamtor1,770,1024,839,1030,746,334,714,298
Olfr1499,0,0,0,0,0,0,0,0
E2f6,502,635,491,630,823,552,978,544
Hs6st2,299,734,360,441,527,611,774,812
Ctnna3,0,1,2,3,0,0,6,16
Mir8098,4,5,3,7,1,0,7,2
Stab2,4,27,54,145,2,0,13,7
Ttc30b,37,33,44,56,24,19,60,50
Gm6623,8,5,6,5,7,6,9,7
Gm10714,0,1,0,0,2,0,0,1
Cldnd2,1,1,1,1,0,0,3,1
Snord33,11,13,3,4,17,6,8,5
Raver2,158,126,352,224,260,174,361,210
Mir6998,0,5,1,3,4,0,5,0
Dock7,1141,1489,1047,1160,1807,1900,2560,2160
Glyat,2,3,12,30,0,1,0,3
Eif4a3,1025,1065,885,807,1671,1279,1559,952
Pet2,0,0,1,0,1,0,1,1
Lmnb1,3188,4162,2161,2667,5231,3922,5564,3518
Pfkm,414,422,468,465,583,300,806,571
Zcchc11,1599,2457,1705,2540,2046,2619,3266,3287
Arhgdig,34,31,23,9,95,40,53,20
Olfr774,0,0,0,0,0,0,0,0
Arf4,3932,3811,5474,4445,3540,2066,3972,2211
Styx,17,26,19,16,14,15,15,14
3200001D21Rik,3,4,2,2,3,4,8,1
Smarcd3,212,470,267,363,115,136,355,247
Map1a,96,187,201,340,257,338,515,475
Gba,1418,1382,1892,1790,635,505,680,508
Mc4r,0,1,0,1,1,1,2,0
Glis2,662,711,679,786,1003,611,1093,570
Zfp157,309,369,307,387,416,419,592,581
Olfr1284,0,0,0,0,0,0,0,0
Rdh12,20,20,16,20,7,8,6,4
8430408G22Rik,22,32,78,105,2,0,16,6
Ensa,1073,1288,1119,1278,1182,820,1650,864
Gm6568,3,10,13,9,4,2,3,3
Gpr22,0,0,0,1,0,0,13,2
Cep63,249,295,278,300,329,222,357,213
Gm20759,0,0,0,0,0,0,0,0
Slc25a38,313,589,329,525,398,222,394,170
Olfr1272,0,0,0,0,0,0,0,0
Zkscan2,29,42,53,51,31,15,107,55
Adat1,265,248,181,184,374,346,337,275
Vim,3235,7324,5470,8808,7180,9288,8962,9020
Mir6926,1,1,1,1,1,1,0,0
Gm2825,0,0,0,0,0,0,0,0
L1td1,1935,1492,1532,1761,2532,1770,2309,1642
Cox5b,226,274,201,250,277,258,211,201
Cdc6,744,788,551,562,1031,837,975,452
Zfp248,102,133,99,106,236,65,277,70
Dqx1,113,185,147,252,18,13,24,23
Naif1,48,48,60,76,49,35,58,28
Gimap9,13,18,5,12,11,5,11,15
Olfml2a,26,38,12,12,21,20,37,11
Spata2,379,442,410,376,441,306,505,244
Olfr1245,0,0,0,0,0,1,0,0
3110039I08Rik,1,0,1,0,1,0,4,5
Klhl40,0,0,0,0,0,1,1,0
Aldh3a1,1,0,3,0,1,1,2,0
B4galt5,883,1058,1323,1309,778,526,920,444
Kcnv2,1,9,19,35,0,0,18,27
Ttk,607,684,433,534,668,720,868,694
Olfr947-ps1,0,0,0,0,0,0,0,0
Zfp286,39,49,25,36,89,41,121,80
Col5a1,640,2836,4067,7288,1831,2063,3083,3456
Hdhd2,274,333,348,403,305,261,394,320
Hist2h2ab,0,0,0,2,1,1,2,0
1700009J07Rik,0,0,0,0,1,0,1,0
4930414N06Rik,39,59,48,55,53,57,62,50
Adora3,0,0,0,0,0,0,0,0
Ing5,1062,1059,948,923,1341,936,1224,680
Klhdc7a,54,90,32,114,40,28,85,25
Gm10267,0,0,0,0,0,0,0,0
Cd22,5,2,3,1,2,7,4,5
Psmd4,1541,1885,1225,1540,2234,1454,2282,1010
Nlrp3,2,3,7,5,3,0,6,1
Endod1,160,175,221,269,278,183,302,208
Snrpd2,374,477,346,340,762,600,744,440
Mir6388,0,0,0,0,0,0,0,0
Mfsd11,619,633,793,830,325,185,430,233
Trappc3,486,568,500,612,424,222,499,215
Ndnf,37,22,46,22,154,74,219,91
Defa22,0,0,0,0,0,0,0,0
Hspa1a,676,495,629,337,142,144,502,114
Sparcl1,40,48,65,93,154,159,283,220
Hist2h3c2,0,3,1,0,0,1,0,0
Pira7,0,0,0,0,0,0,0,1
Gm13483,0,0,0,1,0,1,1,0
Herpud2,329,459,404,473,430,366,443,353
Cd209a,0,0,0,0,0,0,0,0
